pkey,K_tfh_blz,n_tfh_blz,K_blz_tfh,n_blz_tfh,K_blz_tfr,n_blz_tfr,K_tfr_tfh,dummy1,dummy2,dummy3,dummy4,dummy5
11072021_AABLK,0.126875,1.3186,1.16806,0.263731,6.14835,0.666937,0.423151,0.532986,0.456676,0.823135,0.216169,0.695251
11072021_AABLS,0.105227,1.18355,1.12066,0.570431,9.47165,1.6047,0.298095,0.910605,0.864688,0.181923,0.236087,0.948773
11072021_AABLZ,0.0793403,0.810642,1.17396,0.510888,6.81543,4.1028,0.389314,0.258906,0.147064,0.30975,0.269696,0.371159
11072021_AABMD,0.0965886,0.968854,1.36929,0.936208,7.10374,0.405831,0.457241,0.0997935,0.946399,0.318316,0.943323,0.954352
11072021_AABMF,0.0520584,2.55934,1.49397,1.28648,5.52331,1.54136,0.411914,0.678666,0.423585,0.0395242,0.141776,0.619929
11072021_AABMJ,0.0856815,1.16097,1.2046,1.54313,8.65489,0.209841,0.380852,0.416866,0.333358,0.560572,0.454675,0.30462
11072021_AABML,0.0612714,0.525182,1.22701,2.31289,5.94912,2.14225,0.470255,0.295542,0.888167,0.781054,0.232758,0.741796
11072021_AABNA,0.133021,0.83259,1.20286,4.87046,9.31837,1.7469,0.356683,0.626981,0.016048,0.0720611,0.0243162,0.636782
11072021_AABOR,0.0778273,0.584267,1.44589,2.32909,8.82639,3.09182,0.390461,0.647442,0.824092,0.657519,0.532986,0.141364
11072021_AABPB,0.0502903,1.25919,1.48577,1.55421,6.41237,0.725828,0.460501,0.518094,0.394527,0.875514,0.779333,0.828822
11072021_AABPH,0.0894769,0.955885,1.13806,0.435912,6.38658,1.63817,0.3339,0.589704,0.41545,0.761591,0.288035,0.18212
11072021_AABPI,0.128485,1.82728,1.4596,1.42789,8.23865,0.885018,0.421954,0.435679,0.514571,0.209474,0.977261,0.792234
11072021_AABPK,0.139429,0.614949,1.12209,0.470783,7.29056,0.532454,0.496146,0.112106,0.143238,0.919381,0.496914,0.450747
11072021_AABPU,0.148997,3.30737,1.35608,0.25301,6.85713,0.568836,0.405064,0.979107,0.67001,0.151153,0.378551,0.313261
11072021_AABPV,0.105027,1.23824,1.18654,1.08458,8.01744,4.0455,0.346563,0.105418,0.961739,0.515418,0.331236,0.295963
11072021_AABPY,0.0825154,4.33383,1.35064,2.50778,5.15966,1.57257,0.45944,0.342587,0.507381,0.186626,0.196967,0.771351
11072021_AABQE,0.0791555,0.847449,1.11589,1.49018,5.67381,2.09976,0.367763,0.693947,0.0578194,0.883482,0.178483,0.898968
11072021_AABQK,0.0901353,1.05742,1.46588,0.494346,9.74432,1.01792,0.442546,0.760221,0.663522,0.237661,0.65883,0.373188
11072021_AABQO,0.094162,3.242,1.03397,0.403583,7.75846,3.1211,0.216,0.394468,0.223861,0.27103,0.951676,0.811894
11072021_AABQR,0.10115,0.543022,1.0795,1.51424,9.06237,1.70018,0.476588,0.353745,0.912233,0.217444,0.0629662,0.971692
11072021_AABQZ,0.141186,0.984593,1.44064,0.272396,7.90651,0.360685,0.445035,0.0338702,0.970975,0.629462,0.855302,0.693221
11072021_AABRF,0.147332,1.3922,1.40682,4.11616,7.24627,3.23791,0.475131,0.126398,0.532758,0.382538,0.920324,0.638811
11072021_AABRQ,0.0802095,2.72538,1.47931,0.219802,8.64248,0.252467,0.340223,0.246833,0.932314,0.356764,0.280614,0.392768
11072021_AABRV,0.135585,1.91039,1.22395,0.239393,9.80631,1.57164,0.267985,0.07452,0.190668,0.0441058,0.165393,0.660738
11072021_AABSC,0.0693262,1.65271,1.38217,2.72598,8.096,2.65752,0.36162,0.794721,0.434197,0.70483,0.836758,0.739919
11072021_AABSI,0.115646,1.15027,1.23783,0.62587,7.17738,0.701737,0.424461,0.591986,0.629816,0.286778,0.700999,0.623603
11072021_AABSJ,0.0968485,4.06247,1.2925,0.263122,9.94459,0.334683,0.237465,0.854541,0.839547,0.895974,0.835254,0.0667574
11072021_AABSM,0.14612,2.54385,1.4647,0.779626,9.03452,2.30526,0.36998,0.31456,0.594197,0.800623,0.888097,0.300481
11072021_AABSN,0.0663855,1.78593,1.00373,0.311916,6.8118,1.12391,0.258003,0.116357,0.936683,0.377952,0.523404,0.759266
11072021_AABSO,0.10159,0.969406,1.33611,1.03816,8.74848,0.606722,0.498071,0.893432,0.0240852,0.592144,0.212595,0.148675
11072021_AABSP,0.0931404,0.749211,1.05679,0.467141,9.20858,0.394625,0.291055,0.237649,0.350623,0.158996,0.789281,0.196334
11072021_AABSW,0.143578,0.521394,1.19774,0.417757,9.46795,3.20261,0.428844,0.713185,0.0906327,0.00428402,0.986438,0.436427
11072021_AABSX,0.0655721,0.834049,1.23212,0.215195,5.18095,2.61163,0.387987,0.366123,0.939314,0.830467,0.754527,0.442806
11072021_AABTG,0.138135,1.28152,1.03528,0.284826,8.46209,1.37803,0.296474,0.96437,0.0334345,0.70802,0.720006,0.862263
11072021_AABTR,0.0937925,0.56137,1.17959,1.19127,6.97576,1.00684,0.471252,0.329425,0.213103,0.359887,0.748847,0.577054
11072021_AABTV,0.0771876,0.309663,1.01357,0.207828,8.12353,1.61019,0.486979,0.755785,0.119917,0.309333,0.146256,0.036252
11072021_AABTZ,0.0607505,0.700183,1.28683,0.392002,6.21146,0.211253,0.455931,0.0251695,0.154605,0.791742,0.458494,0.851806
11072021_AABUA,0.121251,1.8343,1.12332,1.28844,9.31956,2.92363,0.224909,0.996337,0.806461,0.242068,0.776589,0.243643
11072021_AABUB,0.0912197,2.88921,1.41236,3.15173,6.55241,1.46659,0.412343,0.696297,0.725144,0.569533,0.626603,0.691104
11072021_AABUF,0.0992993,1.18654,1.08742,1.72543,5.95038,2.39905,0.338779,0.0787129,0.16091,0.908106,0.98195,0.127887
11072021_AABUG,0.132751,0.65222,1.25242,0.228981,9.13141,0.259013,0.41713,0.927138,0.753195,0.121798,0.284919,0.769251
11072021_AABUJ,0.0625611,2.6323,1.36116,1.45659,7.83712,0.704361,0.304197,0.824892,0.0628587,0.429298,0.669189,0.952958
11072021_AABUN,0.0584629,2.13073,1.44906,0.254165,7.10012,0.454481,0.288411,0.273472,0.21937,0.495966,0.19352,0.410325
11072021_AABUO,0.121988,0.814617,1.14079,1.89118,7.66916,1.2267,0.35508,0.74799,0.819468,0.5376,0.508239,0.552179
11072021_AABUQ,0.107943,1.37073,1.30817,0.767212,6.7235,1.73538,0.431469,0.797972,0.464256,0.341258,0.0274031,0.206793
11072021_AABUT,0.109334,0.677668,1.10535,0.2473,9.61249,1.19238,0.342087,0.594435,0.708481,0.662054,0.898778,0.273048
11072021_AABVC,0.0818728,1.04042,1.15863,0.224477,6.64377,3.02939,0.362919,0.201022,0.303326,0.783781,0.622752,0.906265
11072021_AABVE,0.0639047,0.388838,1.03273,3.69312,5.72908,0.458788,0.467554,0.52843,0.826446,0.577248,0.29044,0.51128
11072021_AABVI,0.0990301,0.876491,1.2596,2.78412,7.59265,3.50252,0.437702,0.251183,0.916857,0.0873013,0.103342,0.319016
11072021_AABVL,0.128062,4.99234,1.41985,0.202213,5.47385,0.751965,0.432825,0.122406,0.577232,0.596614,0.948942,0.147136
11072021_AABVX,0.144661,1.21047,1.27337,1.19288,9.42434,0.5216,0.449861,0.540953,0.734289,0.545568,0.40687,0.747386
11072021_AABWB,0.130488,1.44047,1.21867,2.18923,9.1751,1.05483,0.405341,0.819097,0.42225,0.584422,0.860839,0.0781345
11072021_AABWJ,0.114676,1.75441,1.32591,0.216344,7.79157,0.202358,0.371261,0.513991,0.488301,0.012004,0.0886917,0.366068
11072021_AABWK,0.0532985,0.989735,1.02175,1.64561,7.14372,2.80052,0.308989,0.480143,0.581562,0.954178,0.645097,0.726167
11072021_AABWS,0.0757271,0.736821,1.18928,3.3955,8.51527,0.346459,0.407247,0.107517,0.239591,0.0329519,0.679748,0.980456
11072021_AABWU,0.0928712,1.23934,1.35397,0.411985,6.94185,0.245006,0.482464,0.409143,0.602602,0.838181,0.168395,0.263013
11072021_AABXA,0.0665084,0.589904,1.33156,0.615009,9.54752,1.81453,0.366135,0.287636,0.173035,0.620629,0.394172,0.700334
11072021_AABXD,0.135055,2.38082,1.28142,2.68288,8.3216,3.33618,0.32703,0.468114,0.986495,0.922514,0.528686,0.51687
11072021_AABXJ,0.0511238,0.398877,1.37512,1.48562,7.23972,4.1348,0.494357,0.550013,0.945188,0.243827,0.698169,0.713015
11072021_AABXN,0.0716342,0.483565,1.30676,0.24959,7.66422,2.93175,0.472702,0.101131,0.850723,0.177652,0.158177,0.173678
11072021_AABXW,0.13249,1.18081,1.17819,4.4428,8.54481,4.92764,0.437057,0.50759,0.600044,0.148555,0.56558,0.54394
11072021_AABXY,0.112959,0.419659,1.05226,0.271561,8.8284,0.711894,0.393506,0.209967,0.0299573,0.489819,0.273426,0.882269
11072021_AABYB,0.0823541,1.65441,1.06853,1.21478,7.63233,0.25812,0.280553,0.0457264,0.841517,0.0612275,0.649425,0.838943
11072021_AABYF,0.0903593,3.05628,1.24626,0.204128,7.42206,0.370949,0.30213,0.619547,0.997353,0.112266,0.236416,0.297774
11072021_AABYJ,0.0723833,1.38191,1.45751,0.399824,9.33411,1.23211,0.342529,0.349854,0.775214,0.598184,0.424486,0.622846
11072021_AABYW,0.126331,0.754957,1.20882,0.293658,6.61475,0.236299,0.483109,0.660179,0.911857,0.901577,0.631448,0.600593
11072021_AABYX,0.076013,0.523976,1.03668,0.734274,6.89606,3.69127,0.349281,0.137767,0.654765,0.810165,0.590575,0.766529
11072021_AABZF,0.0543855,0.575116,1.23642,0.305875,8.73394,0.289949,0.371954,0.258424,0.0553309,0.200386,0.609513,0.527863
11072021_AABZN,0.0877512,0.718421,1.34403,1.38046,9.45336,1.37537,0.405842,0.0626936,0.121886,0.647499,0.339395,0.806949
11072021_AABZX,0.138641,2.0371,1.18775,1.39173,6.94682,0.589243,0.385047,0.805213,0.571354,0.446437,0.505833,0.884664
11072021_AACAF,0.103695,1.12187,1.33015,0.307284,6.10375,2.77754,0.388623,0.609479,0.513146,0.893672,0.295255,0.671133
11072021_AACAJ,0.112018,2.76442,1.16976,0.561085,6.39283,1.14585,0.316796,0.22804,0.077391,0.615034,0.0649072,0.232886
11072021_AACAS,0.0846579,0.379582,1.09812,0.51859,9.98672,3.3038,0.370599,0.567293,0.918795,0.986991,0.413685,0.587782
11072021_AACAU,0.0955643,2.36073,1.453,1.27832,5.93312,3.54348,0.444059,0.882839,0.297485,0.134154,0.925769,0.186815
11072021_AACAW,0.0525965,0.855501,1.32438,0.966694,6.85025,0.983796,0.423926,0.336681,0.820568,0.473458,0.225736,0.270277
11072021_AACBA,0.0730431,0.682559,1.12908,0.527289,7.0702,1.9891,0.430979,0.0546119,0.0232252,0.40238,0.553689,0.931228
11072021_AACBH,0.148634,1.04557,1.0757,0.58113,9.10152,3.49027,0.264615,0.650906,0.988462,0.0267917,0.956122,0.263709
11072021_AACBP,0.120772,1.40556,1.15047,0.252187,5.30808,0.2747,0.456615,0.780478,0.331044,0.980245,0.999551,0.00236972
11072021_AACBS,0.0706339,2.18553,1.10382,0.773508,6.18156,4.28029,0.298505,0.302867,0.102761,0.825599,0.786803,0.364746
11072021_AACBX,0.136993,1.70913,1.25807,1.69822,6.65836,1.45687,0.471762,0.5856,0.272073,0.423818,0.207169,0.28585
11072021_AACBY,0.0950443,0.918287,1.08177,0.231808,8.58947,0.525933,0.247768,0.424189,0.672952,0.606093,0.525764,0.6777
11072021_AACCF,0.0710072,0.37358,1.24939,2.79269,9.14901,1.68873,0.423617,0.488866,0.0841913,0.789456,0.521462,0.00393051
11072021_AACCK,0.127429,1.5585,1.13751,0.485488,7.94251,3.06631,0.311855,0.262978,0.770682,0.721949,0.401383,0.211321
11072021_AACCO,0.145206,2.86104,1.05352,2.48453,7.11762,4.78202,0.290127,0.837839,0.927555,0.670906,0.984444,0.675401
11072021_AACCR,0.0501053,0.45504,1.06775,0.662836,5.91141,1.17415,0.403075,0.906377,0.241007,0.847781,0.123962,0.609369
11072021_AACCZ,0.0788708,0.619939,1.14352,0.277093,9.69853,0.888135,0.275674,0.536696,0.578219,0.14506,0.0805215,0.84727
11072021_AACDB,0.0556307,1.47549,1.16701,0.924503,7.40552,2.53045,0.270746,0.658141,0.13303,0.427004,0.357156,0.160086
11072021_AACDH,0.0634618,0.742238,1.25064,1.52384,8.35441,4.20634,0.347136,0.85645,0.520018,0.701853,0.868997,0.567636
11072021_AACDM,0.120236,1.69338,1.39392,0.367829,7.49668,3.8538,0.435132,0.476403,0.730914,0.354706,0.849865,0.86847
11072021_AACDO,0.112429,0.6625,1.05565,3.70714,8.42308,2.76412,0.361086,0.0422088,0.109572,0.51638,0.361461,0.40625
11072021_AACDU,0.134502,1.35809,1.00103,1.1073,5.7222,0.813717,0.487953,0.17116,0.664138,0.797913,0.0760983,0.593295
11072021_AACEJ,0.0841853,0.693525,1.03048,3.00284,6.30391,2.23855,0.474622,0.882435,0.981593,0.319104,0.379504,0.473107
11072021_AACEL,0.0982907,1.29008,1.42634,0.242123,7.85811,4.72506,0.401016,0.573683,0.360724,0.559757,0.891588,0.752785
11072021_AACEW,0.0828906,1.40404,1.32754,1.77165,9.82086,3.61675,0.301816,0.709172,0.22192,0.685795,0.500772,0.0314282
11072021_AACFB,0.13762,2.7024,1.25511,0.623858,6.24335,0.338214,0.438538,0.667595,0.367206,0.582686,0.173806,0.808821
11072021_AACFY,0.0631941,1.22786,1.07907,3.16204,5.61832,2.89017,0.426411,0.559255,0.275781,0.302923,0.247607,0.876079
11072021_AACGA,0.0554119,0.729927,1.49544,0.209813,9.04778,4.08856,0.351048,0.984634,0.880986,0.575941,0.728442,0.351277
11072021_AACGG,0.079041,1.53107,1.44009,0.702164,6.33835,0.551838,0.495502,0.863524,0.341802,0.855505,0.959118,0.663826
11072021_AACGI,0.0899479,0.599237,1.10255,2.11654,7.89196,0.769708,0.422628,0.680485,0.939721,0.0234199,0.439708,0.063896
11072021_AACGN,0.118003,0.766748,1.07696,1.0636,7.37434,0.94965,0.461127,0.269977,0.0930919,0.814444,0.301745,0.0575112
11072021_AACGO,0.0515467,2.05984,1.27069,0.319565,8.02241,1.71548,0.221022,0.73589,0.992994,0.152967,0.994847,0.917629
11072021_AACGP,0.100797,1.42685,1.47404,0.64117,8.30136,0.449741,0.386349,0.211526,0.690507,0.0566998,0.781847,0.715133
11072021_AACGS,0.0866842,4.52759,1.05994,0.256541,6.15883,0.230627,0.274372,0.482084,0.777622,0.635608,0.68165,0.225121
11072021_AACGU,0.0603206,0.441922,1.00448,0.858716,8.45551,1.92463,0.279373,0.353378,0.441805,0.917079,0.880665,0.788029
11072021_AACHB,0.125665,1.67775,1.01544,0.250479,8.98981,4.3668,0.240132,0.855874,0.549897,0.934876,0.244102,0.746926
11072021_AACHE,0.0618416,2.64888,1.46079,0.656697,6.83759,2.18366,0.352694,0.587248,0.980732,0.263196,0.347091,0.19345
11072021_AACHG,0.0696486,0.424536,1.12158,1.08925,7.78342,1.07222,0.42923,0.896214,0.359389,0.615667,0.866256,0.531953
11072021_AACHK,0.0530497,0.513863,1.19385,0.221629,7.27102,1.51215,0.443784,0.438482,0.454098,0.55685,0.277459,0.073487
11072021_AACHS,0.0806204,0.572051,1.01749,0.537073,8.33005,0.625759,0.272504,0.0670926,0.865407,0.447865,0.297386,0.319476
11072021_AACHX,0.131098,0.889226,1.22041,0.401498,8.00349,1.83233,0.409959,0.607074,0.576089,0.355652,0.479127,0.0476452
11072021_AACIG,0.0538598,1.29419,1.03917,0.359448,5.65969,3.60321,0.27626,0.188292,0.419973,0.229824,0.014937,0.632156
11072021_AACIJ,0.109512,0.58363,1.18349,2.21737,9.79829,4.81384,0.486195,0.572359,0.334008,0.826979,0.0164305,0.932868
11072021_AACIO,0.0920493,2.46776,1.1956,0.332793,8.58229,1.16717,0.225318,0.675582,0.52062,0.630809,0.904469,0.850722
11072021_AACIR,0.145222,0.708772,1.29073,0.219039,8.40838,0.906251,0.435717,0.752481,0.267948,0.27043,0.808096,0.653905
11072021_AACJB,0.108773,1.14308,1.08353,1.38448,8.12838,2.07126,0.318563,0.82406,0.289995,0.405959,0.253444,0.366525
11072021_AACJC,0.0732765,0.614158,1.26413,0.406916,6.30889,0.747728,0.39926,0.170104,0.640092,0.565359,0.95094,0.724673
11072021_AACJF,0.114049,4.66282,1.23391,0.267825,6.77553,1.43108,0.339119,0.280693,0.382846,0.456986,0.852125,0.777994
11072021_AACJJ,0.149188,2.10161,1.44515,0.305512,9.90251,0.431874,0.303352,0.503191,0.356031,0.942916,0.539219,0.0796304
11072021_AACJT,0.0998611,0.723031,1.10143,0.308079,7.43502,4.16975,0.324802,0.371093,0.837211,0.151995,0.365584,0.220944
11072021_AACJU,0.13214,1.96392,1.30873,1.05151,8.11552,0.301061,0.393776,0.65432,0.248832,0.819314,0.929802,0.862785
11072021_AACJV,0.0719331,1.51694,1.09195,0.461214,9.82584,0.538599,0.226601,0.499525,0.376394,0.432063,0.0718605,0.783479
11072021_AACJY,0.140535,2.39591,1.381,0.235796,6.97814,0.215499,0.414163,0.197991,0.0919849,0.76049,0.4561,0.273948
11072021_AACKC,0.122598,1.05314,1.17036,0.422961,8.84138,1.57925,0.378446,0.959552,0.182293,0.278085,0.144227,0.583638
11072021_AACKG,0.118129,3.25647,1.32979,0.518344,8.66201,4.98322,0.306758,0.327197,0.743055,0.244232,0.499573,0.0203898
11072021_AACKJ,0.0865596,0.540861,1.28331,3.20342,9.87758,1.20823,0.418826,0.428587,0.433567,0.29806,0.610771,0.195813
11072021_AACKL,0.0601888,1.10626,1.27728,2.14576,7.22674,0.367118,0.432575,0.299454,0.847506,0.0165891,0.826784,0.758744
11072021_AACKR,0.0711079,0.983497,1.17216,0.711895,8.17544,0.232151,0.358964,0.248342,0.499634,0.854548,0.338624,0.482772
11072021_AACLD,0.0882073,0.64528,1.22863,3.92525,9.04284,0.488582,0.425825,0.212834,0.723097,0.322193,0.156933,0.59944
11072021_AACLG,0.137574,0.905245,1.02566,1.30449,9.9468,1.77408,0.291703,0.735253,0.968463,0.48365,0.119715,0.767817
11072021_AACLJ,0.0853072,4.21735,1.18603,0.474289,6.90874,0.328439,0.277614,0.887237,0.557119,0.957805,0.961866,0.689668
11072021_AACLU,0.143017,1.64547,1.23842,1.91472,8.29642,3.72184,0.461715,0.985508,0.907496,0.810676,0.353284,0.46697
11072021_AACLX,0.06167,0.391305,1.13236,0.316528,9.57056,1.35581,0.273785,0.758772,0.221059,0.73926,0.725819,0.252256
11072021_AACMA,0.0966484,1.15266,1.37593,0.325878,6.74304,0.487842,0.473288,0.627757,0.149621,0.197472,0.246851,0.333076
11072021_AACMO,0.0691065,0.522363,1.43067,0.488265,9.11189,4.61776,0.37575,0.506526,0.563562,0.480454,0.440464,0.6459
11072021_AACMR,0.104192,2.41808,1.27854,1.34293,6.53288,0.852214,0.379894,0.869932,0.91101,0.95358,0.595143,0.817749
11072021_AACMX,0.107478,0.448897,1.01232,2.28812,6.95623,0.794574,0.438813,0.221289,0.39882,0.226329,0.529391,0.945526
11072021_AACMZ,0.137948,4.4955,1.14005,0.36167,5.41669,4.49856,0.392918,0.549185,0.969455,0.385068,0.323011,0.597385
11072021_AACND,0.124697,1.9946,1.41331,0.275897,8.53026,0.590674,0.361833,0.295376,0.754042,0.90253,0.0102268,0.295502
11072021_AACNL,0.13652,3.5938,1.31976,0.296418,5.66534,0.444982,0.460819,0.84126,0.18672,0.486896,0.901483,0.202058
11072021_AACNS,0.0910158,1.8359,1.2629,3.71194,9.59811,4.11064,0.279686,0.782091,0.285188,0.273924,0.291192,0.956045
11072021_AACNZ,0.105198,0.942842,1.12633,0.242375,9.18905,3.14745,0.313685,0.313077,0.0364773,0.302289,0.946229,0.327985
11072021_AACOG,0.0903064,0.816468,1.47201,2.69246,8.72896,1.95941,0.44717,0.532297,0.338845,0.94641,0.0561353,0.280207
11072021_AACOJ,0.10813,4.82356,1.39158,0.619653,9.92507,2.40539,0.260104,0.711677,0.525275,0.502193,0.929221,0.43999
11072021_AACOM,0.1396,1.89848,1.06579,2.63835,6.11834,0.924814,0.463259,0.337562,0.858538,0.147647,0.85062,0.419293
11072021_AACOU,0.105858,1.04212,1.45415,0.873843,6.92231,4.82078,0.45983,0.016827,0.79225,0.700228,0.0748541,0.136246
11072021_AACOZ,0.0558611,1.62188,1.28256,0.234467,6.59827,0.268835,0.297615,0.554857,0.516132,0.60512,0.146984,0.496517
11072021_AACPA,0.113627,0.881031,1.11978,1.76157,8.49574,2.42819,0.38329,0.466635,0.428729,0.428691,0.586695,0.606613
11072021_AACPB,0.0916756,0.496313,1.09121,1.25805,6.86484,2.95864,0.499147,0.61078,0.541083,0.719712,0.670383,0.522117
11072021_AACPN,0.0871869,0.407467,1.22597,0.286744,8.23722,4.25525,0.477579,0.0368963,0.635671,0.668685,0.192799,0.122428
11072021_AACPW,0.106478,2.03063,1.34063,2.12248,9.06724,0.517574,0.339982,0.42501,0.646965,0.780522,0.400688,0.512144
11072021_AACQM,0.119786,1.24601,1.02445,0.476647,6.6633,0.389957,0.396544,0.37313,0.114047,0.677563,0.653792,0.537915
11072021_AACQS,0.145758,0.592774,1.03222,0.319454,9.34694,1.13912,0.4572,0.494544,0.668856,0.894627,0.908897,0.475236
11072021_AACQT,0.0956481,0.852763,1.20375,0.642886,9.63202,0.675168,0.300263,0.956539,0.897644,0.799522,0.867738,0.141882
11072021_AACRC,0.0939042,3.56365,1.41466,0.462607,8.2769,0.212533,0.315675,0.259937,0.622588,0.698655,0.55248,0.594614
11072021_AACRD,0.118564,1.0166,1.10995,0.23806,6.04648,0.546532,0.428259,0.0615892,0.909039,0.120848,0.921033,0.0880723
11072021_AACRF,0.140633,0.484393,1.07167,0.797027,8.7144,4.12553,0.422704,0.183034,0.370099,0.338339,0.64153,0.900729
11072021_AACRL,0.1266,1.85143,1.47146,1.96457,7.16264,2.57217,0.49983,0.366714,0.975327,0.532743,0.129444,0.372037
11072021_AACRO,0.0548012,1.18274,1.44243,1.14758,7.56314,3.17622,0.383944,0.714013,0.120763,0.366705,0.111524,0.257319
11072021_AACRS,0.0821629,2.60775,1.23179,2.13918,5.68008,0.931039,0.409114,0.444384,0.155468,0.845696,0.29935,0.572626
11072021_AACSB,0.139911,1.3839,1.16309,0.516781,9.60304,1.96329,0.25522,0.432265,0.253942,0.885824,0.878634,0.334272
11072021_AACSG,0.0967045,0.608376,1.05173,3.12191,6.2457,1.75373,0.380716,0.79732,0.496103,0.0454721,0.902467,0.103856
11072021_AACSM,0.0929908,3.26272,1.28649,1.16549,5.42152,1.88283,0.434956,0.164194,0.938208,0.774558,0.972007,0.225643
11072021_AACSN,0.119503,2.08203,1.2474,2.33004,7.65185,4.60522,0.321932,0.403441,0.531149,0.415981,0.618941,0.716564
11072021_AACSO,0.06096,0.756338,1.41276,0.693526,6.97097,0.33276,0.395891,0.618066,0.430074,0.613923,0.179254,0.324714
11072021_AACSW,0.0834519,0.831462,1.36059,0.31551,8.64872,2.8097,0.287825,0.997394,0.779997,0.378914,0.151449,0.0633743
11072021_AACTE,0.0743126,0.452204,1.2221,1.42535,9.41398,0.596985,0.340537,0.677514,0.838686,0.967018,0.922592,0.349845
11072021_AACTJ,0.0568626,0.535744,1.02403,0.438184,7.60735,0.515352,0.362334,0.539568,0.695858,0.84111,0.531788,0.567179
11072021_AACTP,0.0740434,2.04689,1.42504,3.6116,6.67789,0.826233,0.438288,0.973061,0.0828005,0.0378189,0.0516855,0.15859
11072021_AACTR,0.0976806,0.999149,1.38554,1.07915,9.34215,2.72031,0.415164,0.843836,0.637611,0.257278,0.260878,0.845773
11072021_AACTV,0.0640918,0.439149,1.1588,1.84069,7.49474,0.799336,0.379434,0.121326,0.601999,0.766649,0.0738257,0.0460915
11072021_AACTW,0.103883,3.94164,1.49355,0.24811,8.05821,2.21245,0.301045,0.900166,0.453073,0.199534,0.630727,0.935975
11072021_AACUE,0.125142,4.38453,1.29585,0.601007,6.30233,0.478947,0.420169,0.5278,0.852662,0.809542,0.665309,0.673907
11072021_AACUF,0.0623998,1.25125,1.24119,0.273577,9.08199,0.239505,0.232313,0.790323,0.678209,0.386886,0.800632,0.133642
11072021_AACVC,0.11332,1.62975,1.4518,0.556371,9.14082,0.351233,0.480561,0.10884,0.205264,0.330432,0.30481,0.830463
11072021_AACVD,0.0992107,2.30819,1.02216,0.292407,6.37329,0.738908,0.292702,0.338189,0.263109,0.971252,0.158928,0.352208
11072021_AACVR,0.0678854,0.639303,1.45372,0.239145,8.48099,1.04198,0.481878,0.819986,0.397483,0.786683,0.235657,0.228127
11072021_AACVV,0.109621,1.07969,1.26554,0.46469,7.87765,0.266193,0.358465,0.992916,0.0499972,0.916464,0.859579,0.628942
11072021_AACVW,0.0708048,0.586085,1.08212,3.4584,7.19685,2.46358,0.28451,0.0285917,0.895212,0.116376,0.435975,0.270796
11072021_AACWK,0.094825,1.26332,1.10731,1.03201,9.91726,0.915137,0.261894,0.14964,0.324776,0.334844,0.126702,0.708239
11072021_AACWP,0.13928,4.00319,1.34619,1.15284,8.58708,2.51981,0.342363,0.040726,0.551868,0.0220651,0.304427,0.472251
11072021_AACWQ,0.0786821,0.434952,1.05615,0.343112,6.65093,0.272268,0.41372,0.949515,0.393176,0.949001,0.994133,0.61215
11072021_AACWS,0.0732143,1.13482,1.18208,2.35557,5.74174,1.03389,0.454342,0.27787,0.97876,0.662397,0.169089,0.962251
